Borrower Name,Lender Name / Role,Sector,RIC,Tranche Type,Issue Date,Maturity Date,Discounted Spread,Tranche Amount (USD),Tranche Amount,Tranche Currency,Market Segment,Region,Market of Issue,Domicile,Specific Purpose,Base Rate / Margin,Seniority,Secured,Tenor,Tranche CUSIP,Ticker,SIC,NAIC,Contributed Pricing Source,LIN,Sponsored,Price (Ask),Price (Bid),Price (Mid),Pricing Source,Yield (to 3 yrs)
LOCHARD ENERGY (IONA FINANCE) PTY LTD,"Australia & New Zealand Banking Group Ltd [ANZ]:Mandated Lead arranger, Bank of China Ltd:Mandated Lead arranger, Bank of Communications Co Ltd:Mandated Lead arranger, Canadian Imperial Bank of Commerce:Mandated Lead arranger, MUFG Bank Ltd:Mandated Lead arranger, National Australia Bank Ltd [NAB]:Mandated Lead arranger, Norinchukin Bank:Mandated Lead arranger, Royal Bank of Canada:Mandated Lead arranger, Societe Generale SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Line >= 1 Yr.,10-09-21,10-09-26,--,"74,761,738","115,000,000",Australian Dollar,Project Finance,Asia,Australia,Australia,Project Finance,,Senior,,60,,LORDO,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Gas Production and Distribution\Natural Gas Transmission and Distribution",Other Financial Vehicles,,,No,--,--,--,,--
LOCHARD ENERGY (IONA FINANCE) PTY LTD,"Australia & New Zealand Banking Group Ltd [ANZ]:Mandated Lead arranger, Bank of China Ltd:Mandated Lead arranger, Bank of Communications Co Ltd:Mandated Lead arranger, Canadian Imperial Bank of Commerce:Mandated Lead arranger, MUFG Bank Ltd:Mandated Lead arranger, National Australia Bank Ltd [NAB]:Mandated Lead arranger, Norinchukin Bank:Mandated Lead arranger, Royal Bank of Canada:Mandated Lead arranger, Societe Generale SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Term Loan,10-09-21,10-09-26,--,"81,262,758","125,000,000",Australian Dollar,Project Finance,Asia,Australia,Australia,Project Finance,,Senior,,60,,LORDO,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Gas Production and Distribution\Natural Gas Transmission and Distribution",Other Financial Vehicles,,,No,--,--,--,,--
LOCHARD ENERGY (IONA FINANCE) PTY LTD,"Australia & New Zealand Banking Group Ltd [ANZ]:Mandated Lead arranger, Bank of China Ltd:Mandated Lead arranger, Bank of Communications Co Ltd:Mandated Lead arranger, Canadian Imperial Bank of Commerce:Mandated Lead arranger, MUFG Bank Ltd:Mandated Lead arranger, National Australia Bank Ltd [NAB]:Mandated Lead arranger, Norinchukin Bank:Mandated Lead arranger, Royal Bank of Canada:Mandated Lead arranger, Societe Generale SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Line >= 1 Yr.,10-09-21,10-09-26,--,"36,405,716","56,000,000",Australian Dollar,Project Finance,Asia,Australia,Australia,Project Finance,,Senior,,60,,LORDO,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Gas Production and Distribution\Natural Gas Transmission and Distribution",Other Financial Vehicles,,,No,--,--,--,,--
LOCHARD ENERGY (IONA FINANCE) PTY LTD,Mitsubishi UFJ Financial Group Inc:Sole lender,Corporate Financial Services (NEC),,Revolver/Term Loan,10-09-21,10-09-33,--,"195,030,620","300,000,000",Australian Dollar,Project Finance,Asia,Japan,Australia,Project Finance,,Senior,,144,,LORDO,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Gas Production and Distribution\Natural Gas Transmission and Distribution",Other Financial Vehicles,,,No,--,--,--,,--
REMITLY GLOBAL INC,"Goldman Sachs Bank USA:Arranger, JP Morgan Chase Bank NA:Admin agent, Silicon Valley Bank:Arranger",Transaction & Payment Services,,Revolver/Line >= 1 Yr.,13-09-21,13-09-26,--,"250,000,000","250,000,000",US Dollar,"U.S. Middle Market, U.S. Large Middle Market, Non Investment Grade",North America,United States,United States,Working capital,,Senior,Yes,60,,RELY,"Services\Business Services\Computer Programming, Data Processing, and Other Computer Related Services\Prepackaged Software","Financial Transactions Processing, Reserve, and Clearinghouse Activities",,,No,--,--,--,,--
CFG FINANCE PTY LTD,"Australia & New Zealand Banking Group Ltd [ANZ]:Mandated Lead arranger, Citibank NA:Mandated Lead arranger, Cooperatieve Rabobank UA:Mandated Lead arranger, HSBC Australia:Mandated Lead arranger, HSBC UK Bank Plc:Arranger, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Term Loan,14-09-21,31-10-26,--,"39,006,124","60,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,61,,CKFCFP,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
JAPAN FINANCE ORGANIZATION FOR MUNICIPALITIES,"77 Bank Ltd:Participant, Kagoshima Bank:Participant, MUFG Bank Ltd:Mandated Lead arranger, Mizuho Bank Ltd:Mandated Lead arranger, Resona Bank Ltd:Participant, SMBC Trust Bank Ltd:Participant, Sumitomo Mitsui Banking Corp:Mandated Lead arranger",Public Finance Activities,,Term Loan,14-09-21,16-09-26,--,"174,486,235","27,000,000,000",Japanese Yen,,Asia,Japan,Japan,General Purpose,,Senior,,60,,JFM,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Federal and Federally- Sponsored credit Agencies\Federal and Federally- Sponsored credit Agencies",Public Finance Activities,,,No,--,--,--,,--
JAPAN FINANCE ORGANIZATION FOR MUNICIPALITIES,"77 Bank Ltd:Participant, MUFG Bank Ltd:Mandated Lead arranger, Mizuho Bank Ltd:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger",Public Finance Activities,,Term Loan,14-09-21,16-09-31,--,"12,924,906","2,000,000,000",Japanese Yen,,Asia,Japan,Japan,General Purpose,,Senior,,120,,JFM,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Federal and Federally- Sponsored credit Agencies\Federal and Federally- Sponsored credit Agencies",Public Finance Activities,,,No,--,--,--,,--
CFG FINANCE PTY LTD,"Australia & New Zealand Banking Group Ltd [ANZ]:Mandated Lead arranger, Citibank NA:Mandated Lead arranger, Cooperatieve Rabobank UA:Mandated Lead arranger, HSBC Australia:Mandated Lead arranger, HSBC UK Bank Plc:Arranger, Westpac Banking Corp:Mandated Lead arranger",Corporate Financial Services (NEC),,Term Loan,14-09-21,31-10-26,--,"29,254,593","45,000,000",Australian Dollar,,Asia,Australia,Australia,General Purpose,,Senior,,61,,CKFCFP,"Finance, Insurance and Real Estate\Nondepository Credit Institutions\Business Credit Institutions\Miscellaneous Business Credit Institutions",Other Financial Vehicles,,,No,--,--,--,,--
ELAWAN EOLICA FRONTONES SL,"Banco Santander SA:Mandated Lead arranger, Banco de Sabadell SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,16-09-21,16-03-41,--,"31,204,199","29,955,095",Euro,"Project Finance, Green Loan, Sustainable Finance Loans",EMEA,Spain,Spain,Project Finance,,Senior,Yes,234,,ELEOF,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Electric Services\Electric Services",Miscellaneous Intermediation,,,No,--,--,--,,--
ELAWAN EOLICA FRONTONES SL,"Banco Santander SA:Mandated Lead arranger, Banco de Sabadell SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,16-09-21,16-03-41,--,"33,516,065","32,174,417",Euro,"Project Finance, Green Loan, Sustainable Finance Loans",EMEA,Spain,Spain,Project Finance,,Senior,Yes,234,,ELEOF,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Electric Services\Electric Services",Miscellaneous Intermediation,,,No,--,--,--,,--
BANCO COOPERATIVO SICREDI S/A,,Banks (NEC),,Other Loan,16-09-21,,--,"100,000,000","100,000,000",US Dollar,"Green Loan, Sustainable Finance Loans",Latin America,Brazil,Brazil,General Purpose,,Senior,,--,,SICRD,"Finance, Insurance and Real Estate\Depository Institutions\Credit Unions\Credit Unions, Federally Chartered",Commercial Banking,,,No,--,--,--,,--
ELAWAN EOLICA FRONTONES SL,"Banco Santander SA:Mandated Lead arranger, Banco de Sabadell SA:Mandated Lead arranger, Sumitomo Mitsui Banking Corp:Mandated Lead arranger",Investment Management & Fund Operators (NEC),,Term Loan,16-09-21,16-03-41,--,"32,847,091","31,532,222",Euro,Project Finance,EMEA,Spain,Spain,Project Finance,,Senior,Yes,234,,ELEOF,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Electric Services\Electric Services",Miscellaneous Intermediation,,,No,--,--,--,,--
HO CHI MINH CITY DEVELOPMENT JOINT STOCK COMMERCIAL BANK,Proparco [Promotion et Participation pour la Cooperation Economique]:Sole lender,Banks (NEC),,Term Loan,17-09-21,,--,"50,000,000","50,000,000",US Dollar,"Green Loan, Sustainable Finance Loans",Asia,Vietnam,Vietnam,General Purpose,,Senior,,--,,HDBX,"Finance, Insurance and Real Estate\Depository Institutions\Commercial Banks\Commercial Banks, Not Elsewhere Classified",Commercial Banking,,,No,--,--,--,,--
BANCO BTG PACTUAL SA,US International Development Finance Corp:Arranger,Investment Banking,,Other Loan,20-09-21,,--,"300,000,000","300,000,000",US Dollar,,Latin America,Brazil,Brazil,General Purpose,,Senior,,--,,BPACC,"Finance, Insurance and Real Estate\Depository Institutions\Commercial Banks\Commercial Banks, Not Elsewhere Classified",Investment Banking and Securities Intermediation,,,No,--,--,--,,--
ESR CO-INVESTMENT PAN-APAC FUND SCSP,"Mitsubishi Trust & Banking Singapore:Mandated Lead arranger, United Overseas Bank:Mandated Lead arranger",Corporate Financial Services (NEC),,Revolver/Line >= 1 Yr.,20-09-21,20-09-25,--,"100,000,000","100,000,000",US Dollar,,Asia,Singapore,Luxembourg,Working capital,,Senior,,48,,ESRAP,"Finance, Insurance and Real Estate\Real Estate\Real Estate Agents and Managers\Real Estate Agents and Managers",Other Financial Vehicles,,,No,--,--,--,,--
MVP PAYROLL FINANCING LLC,CIT Group Inc:Arranger,Employment Services (NEC),,Other Loan,21-09-21,,--,"45,000,000","45,000,000",US Dollar,"U.S. Traditional Middle Market, U.S. Middle Market, Non Investment Grade",North America,United States,United States,General Purpose,,Senior,Yes,--,,MVPPA,"Services\Engineering, Accounting, Research, Management, and Related Services\Management and Public Relations Services\Management Consulting Services",Payroll Services,,,No,--,--,--,,--
BLACKSTONE / GSO BLAZER FINANCE LLC,"Bank of Montreal:Syndication agent, CIT Bank Ltd:Participant, Citizens Financial Group:Arranger, Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]:Arranger, ING Capital LLC:Documentation, Sumitomo Mitsui Banking Corp:Documentation, TD Bank NA:Admin agent",Corporate Financial Services (NEC),,Revolver/Line >= 1 Yr.,23-09-21,23-09-26,--,"30,000,000","30,000,000",US Dollar,"Sponsored, Highly Leveraged, Leveraged, Non Investment Grade",North America,United States,United States,General Purpose,LIBOR + 275,Senior,,60,09261UAB4,LKOZR,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Gas Production and Distribution\Natural Gas Transmission",Other Financial Vehicles,,,Yes,--,--,--,,--
BLACKSTONE / GSO BLAZER FINANCE LLC,"Bank of Montreal:Syndication agent, CIT Bank Ltd:Participant, Citizens Financial Group:Arranger, Credit Agricole Corporate & Investment Bank SA [Credit Agricole CIB]:Arranger, ING Capital LLC:Documentation, Sumitomo Mitsui Banking Corp:Documentation, TD Bank NA:Admin agent",Corporate Financial Services (NEC),,Term Loan A,23-09-21,23-09-26,--,"600,000,000","600,000,000",US Dollar,"Sponsored, Highly Leveraged, Leveraged, Non Investment Grade",North America,United States,United States,General Purpose,LIBOR + 275,Senior,,60,09261UAC2,LKOZR,"Transportation, Communications, Electric, Gas, And Sanitary Services\Electric, Gas, and Sanitary Services\Gas Production and Distribution\Natural Gas Transmission",Other Financial Vehicles,,,Yes,--,--,--,,--
BBR PARTNERS LLC,"Capital One NA:Documentation, Citizens Bank NA:Arranger, Truist Financial:Admin agent",Investment Management & Fund Operators (NEC),,Revolver/Line >= 1 Yr.,23-09-21,23-09-26,--,"40,000,000","40,000,000",US Dollar,Non Investment Grade,North America,United States,United States,General Purpose,,Senior,,60,05543WAE2,BBRPT,"Finance, Insurance and Real Estate\Insurance Carriers\Pension, Health, and Welfare Funds\Pension, Health, and Welfare Funds",Portfolio Management and Investment Advice,,,No,--,--,--,,--
MARLINS FUNDING LLC,"Bank of America Merrill Lynch:Arranger, Comerica Bank NA:Participant, First Horizon Bank:Participant, JP Morgan Chase & Co:Admin agent, PNC Bank:Arranger, Truist Financial:Arranger, US Bank NA:Arranger",Corporate Financial Services (NEC),,Term Loan A,23-09-21,23-09-26,--,"300,000,000","300,000,000",US Dollar,"M&A, U.S. Middle Market, U.S. Large Middle Market, Leveraged, Non Investment Grade",North America,United States,United States,General Purpose,LIBOR + 200,Senior,,60,57124EAB6,MARFU,Services\Amusement and Recreation Services\Commercial Sports\Professional Sports Clubs and Promoters,Other Financial Vehicles,,,No,--,--,--,,--
BBR PARTNERS LLC,"Capital One NA:Documentation, Citizens Bank NA:Arranger, Truist Financial:Admin agent",Investment Management & Fund Operators (NEC),,Term Loan A,23-09-21,23-09-26,--,"85,000,000","85,000,000",US Dollar,Non Investment Grade,North America,United States,United States,General Purpose,,Senior,,60,05543WAF9,BBRPT,"Finance, Insurance and Real Estate\Insurance Carriers\Pension, Health, and Welfare Funds\Pension, Health, and Welfare Funds",Portfolio Management and Investment Advice,,,No,--,--,--,,--
MARLINS FUNDING LLC,"Bank of America Merrill Lynch:Arranger, Comerica Bank NA:Participant, First Horizon Bank:Participant, JP Morgan Chase & Co:Admin agent, PNC Bank:Arranger, Truist Financial:Arranger, US Bank NA:Arranger",Corporate Financial Services (NEC),,Revolver/Line >= 1 Yr.,23-09-21,23-09-26,--,"50,000,000","50,000,000",US Dollar,"M&A, U.S. Middle Market, U.S. Large Middle Market, Leveraged, Non Investment Grade",North America,United States,United States,General Purpose,LIBOR + 200,Senior,,60,57124EAC4,MARFU,Services\Amusement and Recreation Services\Commercial Sports\Professional Sports Clubs and Promoters,Other Financial Vehicles,,,No,--,--,--,,--
NVENT FINANCE RL SA,"Bank of America NA:Syndication agent, Bank of China Ltd:Documentation, Bank of Montreal:Participant, Citibank NA:Syndication agent, Goldman Sachs & Co:Documentation, JP Morgan Chase Bank NA:Admin agent, MUFG Union Bank NA:Syndication agent, PNC Bank NA:Documentation, US Bank NA:Syndication agent, Wells Fargo & Co:Documentation",Investment Holding Companies (NEC),,Revolver/Line >= 1 Yr.,24-09-21,24-09-26,--,"600,000,000","600,000,000",US Dollar,Investment Grade,North America,United States,Luxembourg,General Purpose,LIBOR + 110,Senior,No,60,L7008PAG3,NVTNV,"Finance, Insurance and Real Estate\Security and Commodity Brokers, Dealers, Exchanges, and Services\Services Allied With The Exchange of Securities Or Commodities\Services Allied With The Exchange of Securities Or Commodities,",Offices of Other Holding Companies,,,No,--,--,--,,--
CHINA LESSO FINANCE LTD,"Banco Comercial Portugues Macau:Manager, Bank of Communications Hong Kong:Mandated Lead arranger, China Citic Bank International:Mandated Lead arranger, China Construction Bank (Asia) Ltd:Arranger, Citigroup Global Markets Asia Ltd:Mandated Lead arranger, Citigroup:Mandated Lead arranger, DBS Bank Ltd:Mandated Lead arranger, Dah Sing Bank Ltd:Lead arranger, E Sun Bank China:Manager, Hang Seng Bank Ltd:Mandated Lead arranger, Hua Xia Bank Co Ltd:Arranger, Industrial Bank Co Ltd Hong Kong:Arranger, KDB Asia Ltd:Arranger, Landesbank Baden-Wurttemberg [Singapore]:Lead arranger, OCBC Bank:Lead arranger, Standard Chartered Bank Hong Kong:Mandated Lead arranger, Standard Chartered Bank Plc [SCB]:Mandated Lead arranger, Taishin International Bank:Manager",Consumer Leasing,C00B6N012TL3=R,Term Loan,24-09-21,24-09-25,334.00,"315,000,000","315,000,000",US Dollar,,Asia,Hong Kong,China (Mainland),General Purpose,LIBOR + 140,Senior,,48,,CHNLE,Manufacturing\Rubber and Miscellaneous Plastics Products\Miscellaneous Plastics Products\Plastics Pipe,Consumer Lending,LSTA REFINITIV PRICING,C00B6N012TL03,No,99.00,98.50,98.75,LSEG LPC Mark-to-Market Pricing - EMEA,"15,125.00"
BUSINESS FINANCIAL SERVICES INC,,Software (NEC),,Other Loan,24-09-21,,--,"100,000,000","100,000,000",US Dollar,"U.S. Traditional Middle Market, Sponsored, U.S. Middle Market, Non Investment Grade",North America,United States,Canada,General Purpose,,Senior,,--,,BSFNS,"Services\Business Services\Computer Programming, Data Processing, and Other Computer Related Services\Prepackaged Software",Software Publishers,,,Yes,--,--,--,,--
CHINA LESSO FINANCE LTD,"Banco Comercial Portugues Macau:Manager, Bank of Communications Hong Kong:Mandated Lead arranger, China Citic Bank International:Mandated Lead arranger, China Construction Bank (Asia) Ltd:Arranger, Citigroup Global Markets Asia Ltd:Mandated Lead arranger, DBS Bank Ltd:Mandated Lead arranger, Dah Sing Bank Ltd:Lead arranger, E Sun Bank China:Manager, Hang Seng Bank Ltd:Mandated Lead arranger, Hua Xia Bank Co Ltd:Arranger, Industrial Bank Co Ltd Hong Kong:Arranger, KDB Asia Ltd:Arranger, Landesbank Baden-Wurttemberg [Singapore]:Lead arranger, OCBC Bank:Lead arranger, Standard Chartered Bank Hong Kong:Mandated Lead arranger, Taishin International Bank:Manager",Consumer Leasing,C00B6N010TL4=R,Term Loan,24-09-21,24-09-25,463.00,"70,592,618","549,500,000",Hong Kong Dollar,"Green Loan, Sustainable Finance Loans",Asia,Hong Kong,China (Mainland),General Purpose,HIBOR + 140,Senior,,48,,CHNLE,Manufacturing\Rubber and Miscellaneous Plastics Products\Miscellaneous Plastics Products\Plastics Pipe,Consumer Lending,LSTA REFINITIV PRICING,C00B6N010TL04,No,98.50,97.50,98.00,LSEG LPC Mark-to-Market Pricing - Asia,"15,125.00"
