,Bank,In_Strength,Out_Strength,Betweenness,Katz,PageRank
JA MITSUI LEASING,JA MITSUI LEASING,0,61250000,0,0,0.000194254134953484
ISRAEL DISCOUNT BANK,ISRAEL DISCOUNT BANK,0,84350526,0,0,0.000194254134953484
BANK NEGARA INDONESIA (PERSERO) TBK,BANK NEGARA INDONESIA (PERSERO) TBK,0,13636364,0,0,0.000194254134953484
MEGA BANK,MEGA BANK,0,81125800,0,0,0.000194254134953484
TAISHIN BANK,TAISHIN BANK,0,64774566,0,0,0.000194254134953484
PUBLIC BANK HONG KONG,PUBLIC BANK HONG KONG,0,21052632,0,0,0.000194254134953484
AXOS BANK,AXOS BANK,0,180726985,0,0,0.000194254134953484
GEORGIA,GEORGIA,0,123333333,0,0,0.000194254134953484
LIVE OAK BANK,LIVE OAK BANK,0,194516082,0,0,0.000194254134953484
ATLANTIC FORFAITIERUNGS,ATLANTIC FORFAITIERUNGS,0,131079596,0,0,0.000194254134953484
NBSA,NBSA,0,88387897,0,0,0.000194254134953484
RAWBANK,RAWBANK,0,40703324,0,0,0.000194254134953484
SANLAM,SANLAM,0,100015334,0,0,0.000194254134953484
ARAB BANK FOR INVESTMENT AND FOREIGN TRADE PJSC (AL MASRAF),ARAB BANK FOR INVESTMENT AND FOREIGN TRADE PJSC (AL MASRAF),0,97726571,0,0,0.000194254134953484
BANK ALJAZIRA JSC,BANK ALJAZIRA JSC,0,125504349,0,0,0.000194254134953484
EMIRATES NBD PJSC,EMIRATES NBD PJSC,0,930797297,0,0,0.000194254134953484
COMPEER FINANCIAL,COMPEER FINANCIAL,0,20376288,0,0,0.000194254134953484
HAMBURG COMMERCIAL BANK,HAMBURG COMMERCIAL BANK,0,671058757,0,0,0.000194254134953484
FARM CREDIT BANK OF TEXAS,FARM CREDIT BANK OF TEXAS,0,221189230,0,0,0.000194254134953484
FARM CREDIT SERVICES OF AMERICA,FARM CREDIT SERVICES OF AMERICA,0,221189230,0,0,0.000194254134953484
AXIS TRUSTEE SERVICES,AXIS TRUSTEE SERVICES,0,3e+07,0,0,0.000194254134953484
PROSPERITY BANCSHARES,PROSPERITY BANCSHARES,0,3e+07,0,0,0.000194254134953484
BANK DAERAH KHUSUS IBUKOTA (BANK DKI),BANK DAERAH KHUSUS IBUKOTA (BANK DKI),0,25204789,0,0,0.000194254134953484
PT BANK PEMBANGUNAN DAERAH JAWA TIMUR,PT BANK PEMBANGUNAN DAERAH JAWA TIMUR,0,25204789,0,0,0.000194254134953484
PT BANK PEMBANGUNAN DAERAH KALIMANTAN SELATAN,PT BANK PEMBANGUNAN DAERAH KALIMANTAN SELATAN,0,25204789,0,0,0.000194254134953484
PT BANK PEMBANGUNAN DAERAH PAPUA,PT BANK PEMBANGUNAN DAERAH PAPUA,0,25204789,0,0,0.000194254134953484
SANLAM INVESTMENT MANAGEMENT (PTY),SANLAM INVESTMENT MANAGEMENT (PTY),0,3310698,0,0,0.000194254134953484
BANK OF SAGA,BANK OF SAGA,0,9160088,0,0,0.000194254134953484
KIYO BANK,KIYO BANK,0,9160088,0,0,0.000194254134953484
TAIKO BANK,TAIKO BANK,0,9160088,0,0,0.000194254134953484
BANK OF TAIWAN HONG KONG,BANK OF TAIWAN HONG KONG,0,26304977,0,0,0.000194254134953484
UNICREDIT SPA,UNICREDIT SPA,0,39063721,0,0,0.000194254134953484
THE NATIONAL BANK OF RAS AL-KHAIMAH (PSC),THE NATIONAL BANK OF RAS AL-KHAIMAH (PSC),0,194610481,0,0,0.000194254134953484
BELL BANK,BELL BANK,0,147359387,0,0,0.000194254134953484
BOKF,BOKF,0,73666667,0,0,0.000194254134953484
BANQUE CIC EST,BANQUE CIC EST,0,41134067,0,0,0.000194254134953484
SBI (MAURITIUS),SBI (MAURITIUS),0,107052812,0,0,0.000194254134953484
JEFFERIES FINANCE,JEFFERIES FINANCE,4582874998,108518578,127,0.195542534917399,0.000930290334225291
MC FINANCING SPV III,MC FINANCING SPV III,0,11406863,0,0,0.000194254134953484
MC INCOME PLUS FINANCING SPV,MC INCOME PLUS FINANCING SPV,0,8823529,0,0,0.000194254134953484
MM,MM,0,10073529,0,0,0.000194254134953484
TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,499999997,11406863,4,0,0.000198243041194773
FUYO GENERAL LEASE,FUYO GENERAL LEASE,0,46354269,0,0,0.000194254134953484
YUANTA COMMERCIAL BANK HONG KONG,YUANTA COMMERCIAL BANK HONG KONG,0,63785620,0,0,0.000194254134953484
DAI-ICHI LIFE INSURANCE,DAI-ICHI LIFE INSURANCE,0,131834766,0,0,0.000194254134953484
FUKOKU MUTUAL LIFE INSURANCE,FUKOKU MUTUAL LIFE INSURANCE,0,64430246,0,0,0.000194254134953484
TALDE GESTION SGEIC,TALDE GESTION SGEIC,0,5654198,0,0,0.000194254134953484
AOMORI BANK,AOMORI BANK,0,11207100,0,0,0.000194254134953484
ACADEMY BANK,ACADEMY BANK,0,29368333,0,0,0.000194254134953484
BANKERS,BANKERS,0,85511108,0,0,0.000194254134953484
HONGKONG & SHANGHAI SINGAPORE,HONGKONG & SHANGHAI SINGAPORE,0,64821809,0,0,0.000194254134953484
PT BANK DBS INDONESIA,PT BANK DBS INDONESIA,0,53663595,0,0,0.000194254134953484
DAH CHUNG BILLS FINANCE,DAH CHUNG BILLS FINANCE,0,68235534,0,0,0.000194254134953484
GRAND BILLS FINANCE,GRAND BILLS FINANCE,0,15288453,0,0,0.000194254134953484
FROST BANK,FROST BANK,0,55012816,0,0,0.000194254134953484
SAITAMA RESONA BANK,SAITAMA RESONA BANK,0,187443697,0,0,0.000194254134953484
AL RAJHI & INVESTMENT SJSC,AL RAJHI & INVESTMENT SJSC,0,137777778,0,0,0.000194254134953484
EKF DANMARKS EKSPORTKREDIT,EKF DANMARKS EKSPORTKREDIT,0,213991930,0,0,0.000194254134953484
SPC FINANCING,SPC FINANCING,0,59717246,0,0,0.000194254134953484
ALLIANZ AUSTRALIA INSURANCE,ALLIANZ AUSTRALIA INSURANCE,0,31168628,0,0,0.000194254134953484
CHUBB INSURANCE AUSTRALIA,CHUBB INSURANCE AUSTRALIA,0,31168628,0,0,0.000194254134953484
LIBERTY MUTUAL INSURANCE,LIBERTY MUTUAL INSURANCE,0,71810643,0,0,0.000194254134953484
TOKIO MARINE & NICHIDO FIRE INSURANCE,TOKIO MARINE & NICHIDO FIRE INSURANCE,0,31168628,0,0,0.000194254134953484
LAKE CITY BANK,LAKE CITY BANK,0,2e+07,0,0,0.000194254134953484
BANCO DE OCCIDENTE PANAMA,BANCO DE OCCIDENTE PANAMA,0,25441559,0,0,0.000194254134953484
FIRST CITIZENS BANK,FIRST CITIZENS BANK,0,12714286,0,0,0.000194254134953484
UNIBANK,UNIBANK,0,21047619,0,0,0.000194254134953484
BANK OF AYUDHYA,BANK OF AYUDHYA,0,43579314,0,0,0.000194254134953484
BANK HAPOALIM BM,BANK HAPOALIM BM,0,138347070,0,0,0.000194254134953484
BANCO INBURSA,BANCO INBURSA,0,174313825,0,0,0.000194254134953484
CATHAY UNITED BANK LABUAN,CATHAY UNITED BANK LABUAN,0,70856448,0,0,0.000194254134953484
TAISHIN COMMERCIAL BANK,TAISHIN COMMERCIAL BANK,0,52500000,0,0,0.000194254134953484
IFM INVESTORS INVESTORS UK,IFM INVESTORS INVESTORS UK,0,55660036,0,0,0.000194254134953484
ROYAL & SUN ALLIANCE INSURANCE GROUP,ROYAL & SUN ALLIANCE INSURANCE GROUP,0,25631886,0,0,0.000194254134953484
ABU DHABI GLOBAL MARKET,ABU DHABI GLOBAL MARKET,0,99121969,0,0,0.000194254134953484
ROCKLAND,ROCKLAND,0,66666667,0,0,0.000194254134953484
GUGGENHEIM,GUGGENHEIM,0,121507475,0,0,0.000194254134953484
KOMMUNALKREDIT AUSTRIA,KOMMUNALKREDIT AUSTRIA,0,166888896,0,0,0.000194254134953484
BANQUE BIA,BANQUE BIA,0,37446674,0,0,0.000194254134953484
MAUBANK,MAUBANK,0,107114194,0,0,0.000194254134953484
STANDARD FINANCE (ISLE OF MAN),STANDARD FINANCE (ISLE OF MAN),0,74232178,0,0,0.000194254134953484
NORINCHUKIN AUSTRALIA PTY,NORINCHUKIN AUSTRALIA PTY,0,321093752,0,0,0.000194254134953484
OWL ROCK CAPITAL ADVISORS,OWL ROCK CAPITAL ADVISORS,0,138333333,0,0,0.000194254134953484
SIXTH STREET LENDING PARTNERS,SIXTH STREET LENDING PARTNERS,0,138333333,0,0,0.000194254134953484
CHALLENGER INVESTMENT PARTNERS,CHALLENGER INVESTMENT PARTNERS,0,39203846,0,0,0.000194254134953484
HAITONG BANK,HAITONG BANK,390637208,12302842,0,0,0.000199166190604486
INCOME ASSET MANAGEMENT GROUP,INCOME ASSET MANAGEMENT GROUP,0,12302842,0,0,0.000194254134953484
PT BANK MANDIRI HONG KONG,PT BANK MANDIRI HONG KONG,0,30350662,0,0,0.000194254134953484
NOMURA SPECIAL INVESTMENTS SINGAPORE PTE,NOMURA SPECIAL INVESTMENTS SINGAPORE PTE,0,21840481,0,0,0.000194254134953484
BANK OF AFRICA,BANK OF AFRICA,0,28800744,0,0,0.000194254134953484
HABIB BANK,HABIB BANK,0,231388359,0,0,0.000194254134953484
QATAR NATIONAL BANK QPSC,QATAR NATIONAL BANK QPSC,7059139004,414978756,5292,0.100123817407237,0.00252329868166582
STANDARD BANK ISLE OF MAN,STANDARD BANK ISLE OF MAN,0,45467411,0,0,0.000194254134953484
GLOBAL LOAN AGENCY SERVICES AUSTRALIA PTY,GLOBAL LOAN AGENCY SERVICES AUSTRALIA PTY,0,37217671,0,0,0.000194254134953484
FAR EASTERN INTERNATIONAL BANK HONG KONG,FAR EASTERN INTERNATIONAL BANK HONG KONG,0,18750000,0,0,0.000194254134953484
SHIGA BANK HONGKONG,SHIGA BANK HONGKONG,0,31250000,0,0,0.000194254134953484
SHIZUOKA BANK HONG KONG,SHIZUOKA BANK HONG KONG,0,31250000,0,0,0.000194254134953484
BANK OZK,BANK OZK,0,79262266,0,0,0.000194254134953484
BROADWAY BANK,BROADWAY BANK,0,19405123,0,0,0.000194254134953484
CORNERSTONE CAPITAL BANK,CORNERSTONE CAPITAL BANK,0,19405123,0,0,0.000194254134953484
ASIAN DEVELOPMENT BANK,ASIAN DEVELOPMENT BANK,0,254376323,0,0,0.000194254134953484
WING LUNG BANK SHENZHEN,WING LUNG BANK SHENZHEN,0,75244963,0,0,0.000194254134953484
LAKE FOREST BANK &,LAKE FOREST BANK &,0,22475000,0,0,0.000194254134953484
JIANGSU BANK,JIANGSU BANK,0,17407035,0,0,0.000194254134953484
YOKOHAMA BANK SHANGHAI,YOKOHAMA BANK SHANGHAI,0,6900835,0,0,0.000194254134953484
RABOBANK CANADA,RABOBANK CANADA,0,47315948,0,0,0.000194254134953484
FAIRFAX FINANCIAL HOLDINGS,FAIRFAX FINANCIAL HOLDINGS,2e+09,125310143,137,0.0739606897282119,0.000535344544284013
FCBL CAPITAL INTERNATIONAL,FCBL CAPITAL INTERNATIONAL,0,9982916,0,0,0.000194254134953484
SCOR SE,SCOR SE,0,20868708,0,0,0.000194254134953484
KREISSPARKASSE STEINFURT,KREISSPARKASSE STEINFURT,0,16735367,0,0,0.000194254134953484
VOLKSBANK NORDMUENSTERLAND EG,VOLKSBANK NORDMUENSTERLAND EG,0,16735367,0,0,0.000194254134953484
VR-BANK WESTMUENSTERLAND EG,VR-BANK WESTMUENSTERLAND EG,0,16735367,0,0,0.000194254134953484
DIME COMMUNITY BANK,DIME COMMUNITY BANK,0,104166666,0,0,0.000194254134953484
IDB BANK,IDB BANK,0,30833333,0,0,0.000194254134953484
INBANKSHARES,INBANKSHARES,0,17375000,0,0,0.000194254134953484
SSB FOREIGN EXCHANGE MONEY,SSB FOREIGN EXCHANGE MONEY,0,17375000,0,0,0.000194254134953484
CENTENNIAL BANK HOLDINGS,CENTENNIAL BANK HOLDINGS,0,254971559,0,0,0.000194254134953484
NEXBANK SSB,NEXBANK SSB,0,20507332,0,0,0.000194254134953484
PEAPACK-GLADSTONE BANK,PEAPACK-GLADSTONE BANK,0,86779016,0,0,0.000194254134953484
INDIAN OVERSEAS BANK SINGAPORE,INDIAN OVERSEAS BANK SINGAPORE,0,134143378,0,0,0.000194254134953484
GULF CAPITAL BANK,GULF CAPITAL BANK,0,2.5e+07,0,0,0.000194254134953484
ZHONGYUAN BANK,ZHONGYUAN BANK,0,162883263,0,0,0.000194254134953484
BANQUE MISR PARIS,BANQUE MISR PARIS,0,35970284,0,0,0.000194254134953484
DUBAI INTERNATIONAL FINANCIAL CENTRE,DUBAI INTERNATIONAL FINANCIAL CENTRE,0,35970284,0,0,0.000194254134953484
NORD/LB LUXEMBOURG,NORD/LB LUXEMBOURG,0,23882395,0,0,0.000194254134953484
ARQUIA BANCA,ARQUIA BANCA,0,5640045,0,0,0.000194254134953484
BANQUE CANTONALE DE GENEVE,BANQUE CANTONALE DE GENEVE,0,1611441,0,0,0.000194254134953484
HONGKONG & SHANGHAI BANGKOK,HONGKONG & SHANGHAI BANGKOK,0,39015357,0,0,0.000194254134953484
NOMURA CAPITAL PARTNERS,NOMURA CAPITAL PARTNERS,0,191708826,0,0,0.000194254134953484
KAGOSHIMAKEN SHINREN,KAGOSHIMAKEN SHINREN,0,11130994,0,0,0.000194254134953484
KYOTO-FU SHINYO NOGYO KYODO KUMIAI RENGOKAI,KYOTO-FU SHINYO NOGYO KYODO KUMIAI RENGOKAI,0,11130994,0,0,0.000194254134953484
BANK NEGARA INDONESIA,BANK NEGARA INDONESIA,0,27958332,0,0,0.000194254134953484
BANK OF HANGZHOU,BANK OF HANGZHOU,0,27958332,0,0,0.000194254134953484
SUSSER BANK,SUSSER BANK,0,23333333,0,0,0.000194254134953484
ACCESS HOLDINGS,ACCESS HOLDINGS,0,72381131,0,0,0.000194254134953484
ADNOC TRADING,ADNOC TRADING,0,72381131,0,0,0.000194254134953484
FIRST BANK OF NIGERIA,FIRST BANK OF NIGERIA,0,72381131,0,0,0.000194254134953484
MATRIX ENERGY GROUP,MATRIX ENERGY GROUP,0,72381131,0,0,0.000194254134953484
STANBIC IBTC BANK,STANBIC IBTC BANK,0,48799986,0,0,0.000194254134953484
UNITED BANK FOR AFRICA,UNITED BANK FOR AFRICA,0,85714464,0,0,0.000194254134953484
NOMURA INTERNATIONAL HONGKONG,NOMURA INTERNATIONAL HONGKONG,0,14846154,0,0,0.000194254134953484
GENERALI EUROPEAN DIRECT PRIVATE DEBT FUND 1,GENERALI EUROPEAN DIRECT PRIVATE DEBT FUND 1,0,10416992,0,0,0.000194254134953484
GROUPAMA SOCIAL IMPACT DEBT,GROUPAMA SOCIAL IMPACT DEBT,0,30765755,0,0,0.000194254134953484
PRO ACTION REBOND 2021 COMPARTIMENT DISTRIBUTION,PRO ACTION REBOND 2021 COMPARTIMENT DISTRIBUTION,0,30765755,0,0,0.000194254134953484
BANQUE ET CAISSE D'EPARGNE DE L'ETAT LUXEMBOURG,BANQUE ET CAISSE D'EPARGNE DE L'ETAT LUXEMBOURG,0,211165801,0,0,0.000194254134953484
EDMOND DE ROTHSCHILD SUISSE,EDMOND DE ROTHSCHILD SUISSE,0,164501668,0,0,0.000194254134953484
BELFIUS BANQUE,BELFIUS BANQUE,0,16323676,0,0,0.000194254134953484
CAISSE D'EPARGNE ET DE PREVOYANCE D'AUGVERGNE,CAISSE D'EPARGNE ET DE PREVOYANCE D'AUGVERGNE,0,7517181,0,0,0.000194254134953484
TAIWAN COOPERATIVE BANK HONG KONG,TAIWAN COOPERATIVE BANK HONG KONG,0,53750000,0,0,0.000194254134953484
,,0,578075876,0,0,0.000194254134953484
SHIN KONG FINANCIAL HOLDINGS,SHIN KONG FINANCIAL HOLDINGS,0,20312500,0,0,0.000194254134953484
AWA BANK,AWA BANK,0,22492722,0,0,0.000194254134953484
BANK OF OKINAWA,BANK OF OKINAWA,0,73424552,0,0,0.000194254134953484
HOKKAIDO SHINREN,HOKKAIDO SHINREN,0,4259596,0,0,0.000194254134953484
YAMAGATA BANK,YAMAGATA BANK,0,10168334,0,0,0.000194254134953484
YINGTAN RURAL COMMERCIAL BANK,YINGTAN RURAL COMMERCIAL BANK,0,10444221,0,0,0.000194254134953484
CHINA GUANGFA BANK MACAU,CHINA GUANGFA BANK MACAU,0,12264668,0,0,0.000194254134953484
UNITED OVERSEAS BANK HONGKONG,UNITED OVERSEAS BANK HONGKONG,0,62264668,0,0,0.000194254134953484
INVESTEC GROUP,INVESTEC GROUP,0,66291016,0,0,0.000194254134953484
PT BANK DKI,PT BANK DKI,0,7876497,0,0,0.000194254134953484
BANCALLIANCE,BANCALLIANCE,0,103463382,0,0,0.000194254134953484
INDUSTRIAL BANK OF KOREA LONDON,INDUSTRIAL BANK OF KOREA LONDON,0,23884425,0,0,0.000194254134953484
EXPORT FINANCE AUSTRALIA PTY,EXPORT FINANCE AUSTRALIA PTY,0,176287318,0,0,0.000194254134953484
STUDIO BANK,STUDIO BANK,0,16666667,0,0,0.000194254134953484
BANK LEUMI LE-ISRAEL BM,BANK LEUMI LE-ISRAEL BM,0,438459560,0,0,0.000194254134953484
CHANG HWA COMMERCIAL BANK KUNSHAN,CHANG HWA COMMERCIAL BANK KUNSHAN,0,9858336,0,0,0.000194254134953484
LAND BANK OF TAIWAN SHANGHAI,LAND BANK OF TAIWAN SHANGHAI,0,9858336,0,0,0.000194254134953484
BANCO COOPERATIVO ESPANOL,BANCO COOPERATIVO ESPANOL,0,186875418,0,0,0.000194254134953484
RIYAD BANK,RIYAD BANK,0,273795313,0,0,0.000194254134953484
AMALGAMATED BANK,AMALGAMATED BANK,0,69043798,0,0,0.000194254134953484
LYONNAISE DE BANQUE,LYONNAISE DE BANQUE,0,7467329,0,0,0.000194254134953484
BANK BUKOPIN,BANK BUKOPIN,0,6818182,0,0,0.000194254134953484
BANK RAKYAT INDONESIA,BANK RAKYAT INDONESIA,0,6818182,0,0,0.000194254134953484
RHB BANK SINGAPORE,RHB BANK SINGAPORE,0,6818182,0,0,0.000194254134953484
PT BANK JTRUST INDONESIA TBK,PT BANK JTRUST INDONESIA TBK,0,9451796,0,0,0.000194254134953484
COMMERCIAL BANK OF AFRICA,COMMERCIAL BANK OF AFRICA,0,2.5e+07,0,0,0.000194254134953484
CATHAY BANK,CATHAY BANK,0,54166667,0,0,0.000194254134953484
BANAMEX,BANAMEX,0,92182186,0,0,0.000194254134953484
BANK OF HAWAII,BANK OF HAWAII,0,110084033,0,0,0.000194254134953484
FIRST HAWAIIAN BANK,FIRST HAWAIIAN BANK,0,75309597,0,0,0.000194254134953484
SOUTHERN BANCORP BANK,SOUTHERN BANCORP BANK,0,57553980,0,0,0.000194254134953484
ALLIANZ,ALLIANZ,0,2996513,0,0,0.000194254134953484
HONG KONG MONETARY AUTHORITY,HONG KONG MONETARY AUTHORITY,0,2996513,0,0,0.000194254134953484
CONNECTICUT GREEN BANK,CONNECTICUT GREEN BANK,0,21043798,0,0,0.000194254134953484
BANK OF TIANJIN,BANK OF TIANJIN,0,74612103,0,0,0.000194254134953484
CAISSE D'EPARGNE BRETAGNE PAYS DE LOIRE,CAISSE D'EPARGNE BRETAGNE PAYS DE LOIRE,0,53031739,0,0,0.000194254134953484
OAKTREE CAPITAL MANAGEMENT,OAKTREE CAPITAL MANAGEMENT,0,1398198830,0,0,0.000194254134953484
CAISSE D'EPARGNE ET DE PREVOYANCE GRAND EST EUROPE,CAISSE D'EPARGNE ET DE PREVOYANCE GRAND EST EUROPE,0,19019239,0,0,0.000194254134953484
MAIF DETTE A IMPACT,MAIF DETTE A IMPACT,0,39368002,0,0,0.000194254134953484
TIKEHAU INVESTMENT MANAGEMENT SAS,TIKEHAU INVESTMENT MANAGEMENT SAS,0,19019239,0,0,0.000194254134953484
ZENCAP ASSET MANAGEMENT,ZENCAP ASSET MANAGEMENT,0,19019239,0,0,0.000194254134953484
PT BANK CTBC INDONESIA,PT BANK CTBC INDONESIA,0,27857143,0,0,0.000194254134953484
PT BANK UOB INDONESIA,PT BANK UOB INDONESIA,0,27857143,0,0,0.000194254134953484
JIANGSU RURAL COMMERCIAL BANK,JIANGSU RURAL COMMERCIAL BANK,0,58713301,0,0,0.000194254134953484
YAMANASHI CYUO BANK,YAMANASHI CYUO BANK,0,22493244,0,0,0.000194254134953484
CHANG HWA COMMERCIAL BANK MANILA,CHANG HWA COMMERCIAL BANK MANILA,0,28211873,0,0,0.000194254134953484
SPAREBANK 1 SMN,SPAREBANK 1 SMN,0,68313254,0,0,0.000194254134953484
AKA AUSFUHRKREDIT,AKA AUSFUHRKREDIT,0,54723307,0,0,0.000194254134953484
BANK OF JORDAN,BANK OF JORDAN,0,2e+07,0,0,0.000194254134953484
PT BANK DANAMON INDONESIA TBK,PT BANK DANAMON INDONESIA TBK,0,31505986,0,0,0.000194254134953484
ALAWWAL BANK,ALAWWAL BANK,0,122222222,0,0,0.000194254134953484
BANQUE SAUDI FRANSI SJSC,BANQUE SAUDI FRANSI SJSC,1e+09,221944444,24,0.0338616348454467,0.000255355135306774
SAUDI INVESTMENT BANK,SAUDI INVESTMENT BANK,0,432844869,0,0,0.000194254134953484
EQUITABLE BANK,EQUITABLE BANK,0,34573200,0,0,0.000194254134953484
BANK OF NANJING NANJING,BANK OF NANJING NANJING,0,57740332,0,0,0.000194254134953484
COMMONWEALTH BANK,COMMONWEALTH BANK,0,193119658,0,0,0.000194254134953484
BANK OF SHANGHAI (HONG KONG),BANK OF SHANGHAI (HONG KONG),0,203600897,0,0,0.000194254134953484
BERKSHIRE BANK,BERKSHIRE BANK,0,41118421,0,0,0.000194254134953484
BLUE RIDGE BANK,BLUE RIDGE BANK,0,18750000,0,0,0.000194254134953484
FORBRIGHT BANK,FORBRIGHT BANK,0,81221488,0,0,0.000194254134953484
INVESTORS BANK &,INVESTORS BANK &,0,48571429,0,0,0.000194254134953484
BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE,BANQUE POPULAIRE AQUITAINE CENTRE ATLANTIQUE,0,4574249,0,0,0.000194254134953484
AXIOM BANK,AXIOM BANK,0,51666667,0,0,0.000194254134953484
SERVISFIRST BANK,SERVISFIRST BANK,0,58621502,0,0,0.000194254134953484
KEB HANA GLOBAL FINANCE,KEB HANA GLOBAL FINANCE,0,16659674,0,0,0.000194254134953484
SIAM COMMERCIAL BANK PUBLIC SINGAPORE,SIAM COMMERCIAL BANK PUBLIC SINGAPORE,0,7671911,0,0,0.000194254134953484
ALLIED IRISH BANK,ALLIED IRISH BANK,0,26487778,0,0,0.000194254134953484
BANCO MONEX,BANCO MONEX,0,80126490,0,0,0.000194254134953484
INTERCAM BANCO,INTERCAM BANCO,0,66870665,0,0,0.000194254134953484
BANK OF PANSHIN,BANK OF PANSHIN,0,50957235,0,0,0.000194254134953484
SHINHAN,SHINHAN,0,28843684,0,0,0.000194254134953484
WESBANCO,WESBANCO,0,5e+07,0,0,0.000194254134953484
WASHINGTON,WASHINGTON,0,7.5e+07,0,0,0.000194254134953484
DAEGU BANK,DAEGU BANK,0,70119056,0,0,0.000194254134953484
BAYFRONT INFRASTRUCTURE MANAGEMENT,BAYFRONT INFRASTRUCTURE MANAGEMENT,0,19120649,0,0,0.000194254134953484
WESTBOURNE CAPITAL,WESTBOURNE CAPITAL,0,47123788,0,0,0.000194254134953484
PEOPLES,PEOPLES,0,83154506,0,0,0.000194254134953484
CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,CAISSE DE DEPOT ET PLACEMENT DU QUEBEC,0,68333333,0,0,0.000194254134953484
FLAGSTAR BANCORP,FLAGSTAR BANCORP,0,44515334,0,0,0.000194254134953484
BANK OF NINGBO WUXI,BANK OF NINGBO WUXI,0,60924622,0,0,0.000194254134953484
NXT CAPITAL,NXT CAPITAL,0,66757599,0,0,0.000194254134953484
BANGKOK BANK BHD,BANGKOK BANK BHD,0,11217427,0,0,0.000194254134953484
BANK SINOPAC MACAU,BANK SINOPAC MACAU,0,33527549,0,0,0.000194254134953484
HEFEI SCIENCE & TECHNOLOGY RURAL COMMERCIAL BANK,HEFEI SCIENCE & TECHNOLOGY RURAL COMMERCIAL BANK,0,68969205,0,0,0.000194254134953484
ATLANTIC FORFAITING,ATLANTIC FORFAITING,0,36555227,0,0,0.000194254134953484
BLACKROCK,BLACKROCK,10150000005,73858896,15,0.497495200241027,0.000337444972806418
REVOLUTION ASSET MANAGEMENT,REVOLUTION ASSET MANAGEMENT,0,29939193,0,0,0.000194254134953484
SHINHAN BANK HONGKONG,SHINHAN BANK HONGKONG,0,29939193,0,0,0.000194254134953484
LBBW BANK IRELAND,LBBW BANK IRELAND,0,15729727,0,0,0.000194254134953484
GOVERNMENT SAVINGS BANK,GOVERNMENT SAVINGS BANK,0,145264381,0,0,0.000194254134953484
ANGELO GORDON &,ANGELO GORDON &,0,538625646,0,0,0.000194254134953484
FIRST SECURITY BANK,FIRST SECURITY BANK,0,3666667,0,0,0.000194254134953484
LAKESIDE BANK,LAKESIDE BANK,0,22416667,0,0,0.000194254134953484
NATIONAL WESTMINSTER BANCORP,NATIONAL WESTMINSTER BANCORP,0,158730796,0,0,0.000194254134953484
COMMERZBANK HAMBURG,COMMERZBANK HAMBURG,0,1e+07,0,0,0.000194254134953484
FEDERAL BANK,FEDERAL BANK,0,13181818,0,0,0.000194254134953484
RBL BANK,RBL BANK,0,33181818,0,0,0.000194254134953484
SOUTHWEST BANK,SOUTHWEST BANK,0,12500000,0,0,0.000194254134953484
BANCO DE BRAZIL,BANCO DE BRAZIL,0,33132666,0,0,0.000194254134953484
BANGKOK BANK PUBLIC HONG KONG,BANGKOK BANK PUBLIC HONG KONG,0,30275523,0,0,0.000194254134953484
JIANGSU XUYI RURAL COMMERCIAL BANK,JIANGSU XUYI RURAL COMMERCIAL BANK,0,8602232,0,0,0.000194254134953484
JA BANK HOKKAIDO,JA BANK HOKKAIDO,0,40714788,0,0,0.000194254134953484
PROVIDENT BANK,PROVIDENT BANK,0,46377843,0,0,0.000194254134953484
ADITYA BIRLA FINANCE,ADITYA BIRLA FINANCE,226499129,11844692,80,0,0.000238396996621454
SPC CAPITAL MARKETS,SPC CAPITAL MARKETS,0,168411743,0,0,0.000194254134953484
JOHNSON BANK,JOHNSON BANK,0,20750000,0,0,0.000194254134953484
EMIGRANT BANK,EMIGRANT BANK,0,1e+08,0,0,0.000194254134953484
SAUDI AWWAL BANK SJSC,SAUDI AWWAL BANK SJSC,0,150867494,0,0,0.000194254134953484
KKR CAPITAL MARKETS ASIA,KKR CAPITAL MARKETS ASIA,0,70388517,0,0,0.000194254134953484
FIRST MERCHANTS BANK,FIRST MERCHANTS BANK,0,89545032,0,0,0.000194254134953484
BANCO LATINOAMERICANO DE COMERCIO EXTERIOR,BANCO LATINOAMERICANO DE COMERCIO EXTERIOR,0,43374996,0,0,0.000194254134953484
FINABANK,FINABANK,0,48293471,0,0,0.000194254134953484
CHANG HWA COMMERCIAL BANK HONG KONG,CHANG HWA COMMERCIAL BANK HONG KONG,0,23764706,0,0,0.000194254134953484
BANCO DE CREDITO INVERSIONES,BANCO DE CREDITO INVERSIONES,0,59054799,0,0,0.000194254134953484
OCCIDENTAL BANK,OCCIDENTAL BANK,0,27195201,0,0,0.000194254134953484
TAIWAN FINANCE,TAIWAN FINANCE,0,32566618,0,0,0.000194254134953484
BANK MANDIRI,BANK MANDIRI,0,10906143,0,0,0.000194254134953484
BANK MASPION,BANK MASPION,0,10906143,0,0,0.000194254134953484
BANK MAYAPADA INTERNASIONAL,BANK MAYAPADA INTERNASIONAL,0,10906143,0,0,0.000194254134953484
